Generation,N_Total,C0,mu0_A,alpha_A,mu_bar_A,p_A,epsilon_A,R_A,s_A,mu0_B,alpha_B,mu_bar_B,p_B,epsilon_B,R_B,s_B,mu0_C,alpha_C,mu_bar_C,p_C,epsilon_C,R_C,s_C,C_bar,f_abc,f_abC,f_aBc,f_aBC,f_Abc,f_AbC,f_ABc,f_ABC,var_fitness
2200,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2210,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2220,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2230,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2240,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2250,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2260,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2270,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2280,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2290,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2300,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2310,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2320,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2330,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2340,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2350,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2360,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2370,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2380,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2390,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2400,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2410,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2420,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2430,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2440,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2450,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2460,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2470,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2480,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2490,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2500,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2510,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2520,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2530,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2540,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2550,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2560,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2570,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2580,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2590,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2600,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2610,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2620,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2630,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2640,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2650,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2660,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2670,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2680,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2690,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2700,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2710,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2720,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2730,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
2740,10000.0000000000000000000000000,1,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,0E-1000003,0.0500000000000000000000000000000,0E-1000003,0E-1000003,0.1,1.0,0.0500000000000000000000000000000,1,1,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000003,0E-1000028
